F5SPECS,C1FMOTOR,C4R4RSCL,C4R4MSCL,P4ATTENI,P4SOLVE,P4SADLON,T4EXTERN,T4INTERN,GENDER,WKWHITE,WKSESL
NA,5,75.47,53.63,2,2,1.75,1.8,1.5,2,1,-0.52
2,8,90.82,58.17,2,1,2,NA,NA,2,2,0.28
2,4,83.25,53.89,2,1,1,1,1,1,1,-0.38
2,6,87.39,61.84,2,2,2.25,1,2,1,1,-0.43
2,6,90.18,61.3,2,1,1.5,1.2,1,2,1,0.82
2,8,67.29,48.46,2,2,1.25,1.2,1.25,1,2,0.05
1,6,49.44,48.75,2,2,2.25,2.2,1.75,1,1,-2.9
-9,4,87.62,44.57,3,2,1.25,3,3.5,1,1,0.49
2,6,108.17,56.47,2,2,1.25,1,1.5,2,1,-0.29
2,9,135.67,105.28,1,1,1.5,1,1,1,1,0.74
NA,6,70.54,52.53,2,2,1.75,3.2,2.25,1,1,-0.58
1,5,45.45,48.58,2,2,1.25,1.4,1.25,1,2,-2.66
2,7,88.63,61.26,2,2,1,3,2,1,2,-0.33
2,8,61.09,53.88,3,2,1,1.2,1.75,1,1,-0.33
2,9,55.12,50.18,NA,NA,NA,1,2,2,2,-0.66
2,4,66.92,77.72,2,2,1.25,1.4,1.25,1,1,0.21
2,7,88.52,61.61,4,2,1.5,2.8,1.25,1,1,0.81
2,5,57.66,54.55,1,2,1.25,1,1.75,2,2,1.08
2,7,96.41,62.19,2,2,1.25,1,2.75,1,1,0.89
2,6,102.77,67.28,4,1,1.25,3.6,2.25,1,1,-0.06
2,8,81.34,66.7,1,2,1.25,1,1,2,2,-0.38
NA,4,NA,NA,NA,NA,NA,NA,NA,2,1,-1.15
1,-9,NA,NA,4,4,1.25,1.75,-9,1,1,0.82
1,7,68.85,39.42,3,3,1.25,1.6,1.75,1,1,-0.79
2,6,103.88,52.7,1,2,2,2,1.5,1,1,0.01
2,5,88.55,61.11,2,1,1.25,2,1.25,1,1,-0.17
1,5,52.05,57.67,4,3,1.5,1.6,2.25,1,1,-0.16
2,4,75.18,54.34,2,2,1.25,1,1.75,2,1,0.07
2,7,67.41,62.27,NA,NA,NA,2,1.75,1,1,-0.78
2,7,104.6,74.6,2,1,1.5,2,1.5,1,1,-0.14
NA,6,NA,NA,NA,NA,NA,NA,NA,2,1,-0.7
2,4,66.33,49.91,2,2,2,1,2,2,1,-0.82
2,5,72.86,48.41,3,2,1.75,3.6,2,1,1,-0.43
2,6,111.58,69.09,2,1,1.75,3,1.75,2,1,-0.26
2,3,58.89,49.32,2,3,2.25,2.6,2,1,1,-0.96
2,7,86.49,49.1,2,2,1.75,1.4,1.75,1,1,-0.11
NA,8,117.06,61.05,2,1,1.75,-9,2.25,2,1,-1.02
NA,4,NA,NA,NA,NA,NA,NA,NA,2,1,-0.42
1,NA,63.27,48.23,2,2,1.25,2,1.75,2,1,-0.64
NA,8,NA,NA,NA,NA,NA,NA,NA,2,2,0.6
2,7,80.73,78.6,2,1,1.75,1,1.5,1,1,-0.01
1,2,48.38,57.47,3,2,1.25,1.2,2.25,1,2,0.14
2,9,105.46,74.33,2,2,1.5,1.6,2,2,1,-0.67
2,6,73.54,54.46,2,2,1.5,2,2.25,2,1,0.22
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.26
2,6,85.34,79.22,2,2,1.5,1,1.25,2,1,-0.23
NA,6,NA,NA,NA,NA,NA,NA,NA,1,1,-0.77
NA,6,143.35,59.99,2,2,1.25,1.8,1,2,2,-0.53
2,1,27.35,21.44,2,3,1.75,1.4,1.75,1,2,-1.45
NA,3,NA,NA,NA,NA,NA,NA,NA,1,2,-0.47
2,4,53.62,43.64,2,2,1.5,2.8,1,1,2,-0.35
NA,5,NA,NA,NA,NA,NA,NA,NA,2,2,0.56
NA,7,NA,NA,NA,NA,NA,NA,NA,2,2,-0.11
NA,4,NA,NA,NA,NA,NA,NA,NA,2,2,-0.12
2,1,40.48,31.88,3,2,1.5,2,1.75,1,2,-0.16
NA,5,NA,NA,NA,NA,NA,NA,NA,2,2,-1
2,4,49.36,30.98,2,2,1.5,1.6,2,2,2,-0.85
NA,3,NA,NA,NA,NA,NA,NA,NA,1,2,-1.01
NA,8,88.06,63.62,2,2,1.25,1.6,1.5,2,2,-0.17
NA,4,NA,NA,NA,NA,NA,NA,NA,2,2,-0.38
2,2,45.35,42.98,2,2,1.75,1.4,1.33,1,2,-0.67
2,6,64.04,56.68,2,2,1,3.6,2,1,2,-0.67
2,3,54.89,42.08,2,2,1,1.8,1.5,1,2,-0.55
NA,5,NA,NA,NA,NA,NA,NA,NA,2,2,-0.86
2,5,63.51,38.9,2,2,1,1.8,1.75,2,2,-1.02
NA,4,NA,NA,NA,NA,NA,NA,NA,2,2,-0.17
2,6,78.72,45.81,2,2,2.25,1.8,1,1,2,-0.21
2,1,43.58,26.08,1,1,2.5,3.6,2.5,1,2,-0.78
NA,4,45.73,37.09,2,2,1.5,2.5,2.67,1,2,-0.74
2,7,61.84,44.83,1,1,1,1.8,1,1,2,-0.3
NA,1,64.86,23.32,2,2,1,2,1.25,2,2,0.34
2,5,40.78,24.41,3,3,1.5,2.2,2.25,2,2,-0.56
2,9,75.21,55.54,2,2,1.25,1.4,1,2,1,-0.41
2,8,67.73,48.31,2,2,1.5,1.8,1.5,1,2,0
2,5,NA,NA,NA,NA,NA,NA,NA,2,2,0.1
2,3,44.07,36.29,3,3,1.5,1,1.75,2,2,-1.08
NA,8,87.6,57.55,NA,NA,NA,1,1.5,2,2,-0.56
2,9,104.55,46.91,2,2,1.75,2,1.25,2,2,-0.5
2,5,106.76,63.61,2,2,1.25,2,2,2,2,-0.54
2,4,62.64,57.84,2,1,1.75,NA,NA,1,2,-0.78
2,5,66.63,42.51,NA,NA,NA,1.8,1.75,2,2,-0.61
2,5,87.88,53.03,2,2,1,2.6,1.5,1,2,-0.71
2,NA,65.53,49.07,3,3,1.75,2.2,3.25,1,2,-0.23
2,4,103.82,64.54,2,2,1,1.75,1.33,1,2,-0.57
2,6,89.83,54.24,2,1,2,1.6,1,1,2,-0.31
2,6,70.6,46.09,3,2,2,1.4,2,2,2,-0.83
2,5,68.1,62.15,1,1,1.25,1.6,1,1,2,-0.06
2,3,56.02,44.56,2,2,1.75,1.4,1,2,2,-0.84
2,1,NA,NA,2,2,2,NA,NA,1,2,0.16
1,2,29.99,15.69,2,2,1.5,3.4,3.33,1,2,-0.55
2,5,86.69,41.56,2,2,1.75,2,1,2,2,0.17
2,3,68.48,47.64,2,1,1.25,2,1.25,2,2,-0.13
NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,-0.12
2,4,62.17,38.29,2,2,1.75,1,1.5,1,2,-0.06
NA,0,47.55,35.96,3,3,1.75,1.6,2,2,2,-4.47
2,8,75.77,62.92,1,2,1.25,1,1.75,2,1,0.77
1,4,66.02,45.78,2,2,1.75,1.2,1.5,1,1,-0.34
2,4,65.31,48.64,2,2,1.25,1.2,2.25,2,1,0.49
2,9,132.26,118.51,2,1,1.5,1.4,1.75,1,1,1.33
2,5,55.31,62.82,2,2,1.5,1.2,2.5,2,1,1.27
2,NA,52.67,36.33,2,2,2,1.5,2,1,1,0.17
2,9,94.41,77.72,1,1,1.5,2.6,2.25,2,1,1.08
2,5,59.25,62.98,1,1,1.25,1.2,4,1,1,0.97
2,7,72.76,89.91,2,2,1.75,1,2.5,1,1,1.08
2,6,107.43,72.84,2,1,1,2,2,1,1,1.73
2,8,103.15,58.23,1,1,1.5,1.6,2.5,2,1,0.42
2,4,80.66,52.24,2,2,1.25,1.2,1.75,2,1,0.64
2,9,86.65,72.7,1,2,1.25,1.4,1.5,2,1,1.03
2,6,99.98,56.28,2,2,1.25,2,1.5,1,1,0.58
2,7,62.64,57.54,2,2,1.25,2.5,1.75,1,1,0.12
2,3,67.66,107.29,3,2,1.75,2.6,2,1,1,0.4
2,5,70.84,72.12,3,2,1.75,1.4,1.25,1,1,0.29
2,9,76.95,53.61,2,2,1.25,1.8,2,2,1,-0.07
-9,9,NA,NA,2,2,1.75,NA,NA,1,1,0.65
2,1,47.7,35.16,2,2,1.75,1.2,1.25,1,1,1.78
-9,8,NA,NA,2,1,1.5,NA,NA,2,1,1.8
2,7,127.81,82.19,2,1,1.5,1.2,2.5,1,1,0.65
2,6,108.8,62.13,1,2,1.75,1,1.25,1,1,1.22
NA,2,67.67,48.75,2,2,1.25,1.5,1.5,1,2,-0.24
2,8,68.35,44.42,2,2,1.5,1.2,1.25,2,2,0.65
2,5,66.31,48.27,2,2,1.5,2,1.75,2,2,0.09
NA,4,NA,NA,NA,NA,NA,NA,NA,2,2,0.17
2,6,66.7,40.25,2,2,1.75,1,2.75,2,2,-0.93
NA,1,NA,NA,NA,NA,NA,NA,NA,1,2,-1.11
NA,3,NA,NA,NA,NA,NA,NA,NA,1,2,-0.67
2,4,NA,NA,NA,NA,NA,NA,NA,2,2,-0.08
2,7,91.69,52.14,2,1,1.5,3,2.25,1,2,0.02
2,5,53,47.02,2,2,1.75,2.2,2,1,2,-0.67
NA,7,NA,NA,NA,NA,NA,NA,NA,2,2,-0.53
NA,1,116.28,43.74,2,2,2,1.4,2.25,1,2,-0.64
2,5,61.19,47.83,2,1,1.25,2.8,1.5,2,2,-0.14
2,5,74.24,45.56,2,1,1.75,3.2,1,2,2,-0.03
NA,9,65.34,49.01,NA,NA,NA,1.4,1.25,2,2,-0.67
NA,9,NA,NA,NA,NA,NA,NA,NA,1,2,-0.9
NA,5,NA,NA,NA,NA,NA,NA,NA,2,2,-0.88
2,2,57.51,28.06,2,2,1.25,1.8,1.75,1,2,-0.43
2,7,74.42,63.17,1,1,1,2.2,1.5,2,2,0.97
NA,7,65.52,54.39,2,2,1.5,3.6,2.75,1,2,-0.51
NA,2,NA,NA,NA,NA,NA,NA,NA,1,2,-0.21
2,7,124.3,86.09,2,1,1,1.8,1,1,2,-0.05
NA,5,67.02,58.05,2,2,1.5,1.8,1,2,2,-0.51
2,5,NA,NA,NA,NA,NA,NA,NA,1,2,-3.03
2,3,64.6,43.49,2,2,1.25,1.8,1.33,2,2,-0.14
2,4,70.22,48.8,2,2,2,NA,NA,1,2,0.83
-9,5,72.67,56.15,3,3,2,1.25,2,1,1,-1.3
2,7,105.87,65.57,1,1,1.25,1.6,1,2,1,-0.26
2,9,78.17,63.91,2,2,1.75,1.8,1.5,1,1,-0.18
-9,1,39.73,39.19,2,3,1.75,2.2,2.25,1,1,-0.65
2,5,75.95,42.98,2,2,1.25,2.4,1,1,1,0.72
2,5,60.36,59.25,2,2,1.75,1.8,2,1,1,-0.32
2,5,67.8,65.59,1,1,1.25,1.6,1.75,1,1,0.08
2,8,94.66,104.32,2,2,1,1.2,1.33,1,1,-0.44
2,5,76.89,73.93,3,1,1.25,1.4,1,1,1,-0.36
2,7,68.94,49.9,1,2,1.5,2,1.25,2,2,-2.65
2,5,68.08,54.59,2,2,2,1.6,1.25,2,1,0.09
NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,0.95
2,3,59.82,60.06,1,1,1.25,1,1,1,1,-0.48
2,6,86.65,45.37,1,1,2,2,1,2,2,-0.86
1,6,49.56,33.85,2,2,2,1.2,2,1,1,0.48
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,-1.22
2,4,65.56,62.71,2,2,1.5,1,1.67,2,1,-0.99
2,8,87.46,67.29,1,1,1.25,1.2,2.25,2,1,-0.59
2,5,75.63,108.33,2,2,1,1,1.25,1,1,-0.61
2,4,68.35,61.19,3,2,1.75,1.8,1.5,1,1,-0.24
2,8,88.79,59.94,1,1,1,1,1.25,2,1,-0.64
2,2,63.74,39.59,2,2,1,1.2,2,2,1,-1.25
2,8,66.48,52.24,2,2,1,1,2,2,1,-0.76
NA,8,NA,NA,NA,NA,NA,NA,NA,2,2,1.5
NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
2,6,106.68,98.09,2,2,2,1.8,1.25,1,2,0.78
2,5,91.4,85.23,1,1,1.25,1.2,1.5,1,2,-0.65
2,6,71.53,65.97,2,2,1,1.6,1.75,1,1,1.39
NA,7,NA,NA,NA,NA,NA,NA,NA,1,2,-0.77
2,8,88.24,69.88,2,2,1.5,1.8,2,1,2,-0.09
2,8,90.93,96.2,2,2,1,1.2,1.25,2,1,0.82
2,8,129.33,92.63,2,1,1.25,1.6,1,1,1,-0.04
2,9,82.36,74.97,1,1,1,1.6,1.25,1,2,1.05
2,5,51.25,31.95,2,2,1.25,2.2,1.5,1,2,-0.43
2,8,67.03,64.19,1,2,1.5,4,2.25,2,2,-0.06
2,6,76.06,77.68,1,1,1,2,2,2,1,1.41
2,6,101.14,62.3,2,2,2,1.6,1.25,2,2,0.76
2,2,100.34,63.28,2,1,1.5,1.8,1.75,2,1,0.92
2,9,73.94,76.45,1,1,1.25,1.6,2,2,1,1.08
NA,2,61.87,42.26,2,2,1.5,NA,NA,2,2,0.56
2,7,107.83,63.08,2,2,1.75,2.2,1,1,2,0.29
2,5,77.15,65.56,3,2,2,1.6,1.25,1,1,0.27
2,3,66.02,65.54,2,2,1.5,3,3,1,2,0.01
2,2,63.04,47.23,3,3,2,3.4,2.25,1,2,0.58
2,NA,145.69,68.42,1,1,1.5,NA,NA,1,1,0.45
2,9,108.99,60.32,2,1,1.75,NA,NA,1,1,-0.6
2,6,66.2,75.09,2,2,2.25,2,2.25,1,1,-0.39
NA,2,NA,NA,NA,NA,NA,NA,NA,1,2,-0.6
NA,6,NA,NA,NA,NA,NA,NA,NA,2,1,-0.61
NA,4,49.85,50.33,2,2,1.25,2.6,2.5,1,1,-0.51
2,1,66.95,46.64,2,2,1.5,2.2,2,1,2,-0.31
2,7,80.33,62.88,1,1,1,2,2,2,2,-0.1
NA,3,NA,NA,NA,NA,NA,NA,NA,1,2,-0.34
NA,3,61.39,51.94,3,3,1.25,2,1.75,2,1,0.26
NA,6,NA,NA,NA,NA,NA,NA,NA,2,1,-0.39
NA,6,NA,NA,NA,NA,NA,NA,NA,2,1,-0.78
2,3,71.3,63.65,2,2,1.25,1.8,1,1,2,0.61
NA,0,NA,NA,NA,NA,NA,NA,NA,1,2,-0.81
2,8,59.17,54.04,2,2,1,1,2,2,2,-0.48
2,7,67.35,61,2,2,1,1,1,2,1,-0.5
2,7,98.64,64.14,2,2,1.25,1.4,1.25,2,2,-0.49
1,3,42.33,43.65,2,2,1.5,1.8,1.75,1,2,-0.62
NA,7,65.08,47.68,2,2,1.75,1.2,3,2,2,-0.56
NA,6,51.85,70.17,2,2,1.25,1.2,1.25,1,1,-0.41
2,3,48.78,43.91,2,3,1.25,2,2.25,2,2,-0.29
NA,5,NA,NA,NA,NA,NA,NA,NA,2,2,-0.65
NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0.14
2,4,64.16,56.97,2,1,1.25,1,1,2,2,0.6
2,4,50.86,40.5,2,2,2,1,1,2,2,-0.01
2,5,56.56,37.42,2,2,1.5,1.2,1.5,1,2,0.23
2,3,67.02,44.83,2,2,1.25,1.2,1.25,2,1,-1.08
NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,-1.12
1,5,48.15,46.5,3,2,2,3.4,2.25,2,1,-0.45
NA,4,NA,NA,NA,NA,NA,NA,NA,1,1,0.58
2,3,37.16,30.29,2,2,3.25,2,2,1,1,-0.34
NA,2,44.48,36.65,2,2,1.75,2,1.5,2,1,-0.37
2,4,101.34,59.81,2,2,1.25,1.2,2,2,1,-0.42
NA,8,94.31,59.1,1,2,1,1.8,1.25,1,1,-0.13
2,8,88.3,68.88,1,2,1,1.2,1.25,2,1,0.14
2,0,45.75,28.01,3,3,1.75,2.4,1.75,1,1,0.15
2,6,66.18,56.34,2,2,1.5,2.2,1.25,1,1,-0.71
2,3,60.41,84.73,2,2,1.25,1.2,1.25,1,1,-0.49
2,1,36.59,25.86,2,3,2.25,1.75,1.75,1,1,-0.39
2,9,59.94,55.21,1,2,1,2.4,1.25,1,1,-0.14
2,6,71.37,51.01,2,2,1,3.8,2,1,2,-0.59
2,4,68.93,49.64,2,2,1,3.4,3.5,2,1,0.34
2,1,68.13,52.61,1,2,3.5,2,1.75,1,2,-0.9
2,4,87.39,51.15,2,2,1.75,1.6,1,1,1,0.07
2,6,58.61,53.47,2,2,1.25,1.8,2,2,1,-1.06
2,9,72.34,52.84,2,2,1.75,1.4,1.25,1,1,-0.55
2,2,86.38,51.22,2,2,1,1.8,1.25,2,2,-0.57
NA,4,52.28,44.02,2,2,1,1.4,1.75,2,2,-1.33
NA,8,75.62,67.35,1,2,1,2,1.5,1,1,-0.47
1,NA,-9,-9,4,4,1.5,2,1.75,1,1,0.58
2,9,88.32,61.67,2,2,1,1.2,1.25,2,1,0.22
NA,8,NA,NA,NA,NA,NA,NA,NA,2,1,0.5
2,6,65.26,69.72,2,1,1.25,2.4,1.25,1,1,-0.85
2,2,60.23,50.11,2,2,1,2.6,2.25,1,1,-0.12
NA,6,75.58,46.26,4,1,2,1.4,1,1,1,0.35
2,2,44.19,32.35,NA,NA,NA,1.6,1,1,2,-0.5
1,2,45.01,40.52,2,1,1,2.6,1.75,1,1,-0.14
2,0,58.71,27.7,2,2,1.25,2.6,2,1,2,-0.5
1,2,28.83,23.5,2,3,1.5,1.8,2.5,1,2,-0.67
2,8,65.52,63.69,NA,NA,NA,1.6,1,1,1,-0.56
2,6,72.15,58.21,2,1,1.25,3.8,1.75,1,1,-0.07
NA,3,NA,NA,NA,NA,NA,NA,NA,1,1,-0.5
2,4,85.98,51.78,2,2,1.5,2,1.25,1,1,-0.5
NA,8,89.56,56.91,2,1,2,2.6,1.25,1,1,0.5
1,2,45.54,39.25,3,2,1.5,3.2,1.25,1,1,-0.77
2,4,50.18,41.97,3,2,1.25,1.6,2.25,2,1,-0.79
NA,3,63.33,44.6,3,1,1.5,3.6,1,1,1,-0.64
NA,7,NA,NA,NA,NA,NA,NA,NA,2,1,-0.03
2,6,76.34,40.47,1,1,1,2,2,1,2,-0.67
2,1,46.55,40.26,2,2,1.25,2.2,1.5,2,1,-0.71
2,5,80.3,52.73,2,2,1.25,1,1.25,1,2,-0.27
2,4,52.67,35.05,3,3,1,3.2,1.75,1,2,-0.57
1,5,59.9,52.42,2,2,1.25,2.4,2.5,1,1,-0.68
NA,4,NA,NA,NA,NA,NA,NA,NA,2,1,-0.64
2,6,46.86,50.24,1,1,1.25,1.8,1.25,2,2,0.48
NA,6,NA,NA,NA,NA,NA,NA,NA,1,1,-0.14
2,3,56.94,55.18,1,2,1,2,1.25,1,1,-0.11
NA,7,NA,NA,NA,NA,NA,NA,NA,1,1,1.2
NA,5,NA,NA,NA,NA,NA,NA,NA,1,1,0.19
-9,2,41.71,35.94,2,2,1.5,1.8,1.5,2,1,-0.15
1,7,50.4,48.59,3,3,2.25,NA,NA,1,1,-0.82
2,-1,65.74,52.27,NA,NA,NA,1.5,-9,2,2,-1.06
2,-1,66.54,53.2,NA,NA,NA,1.2,2.5,2,2,-0.4
2,-1,-1,-1,NA,NA,NA,2,1.75,1,2,-0.81
2,5,72.98,62.75,2,2,2,1.6,1.25,1,1,0.2
2,5,NA,NA,NA,NA,NA,NA,NA,2,1,0.09
2,6,76.44,64.81,2,2,1.5,1.8,1.25,2,1,-0.17
2,9,75.72,47.68,NA,NA,NA,1.4,1,2,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.77
2,1,52.24,49.94,2,3,1,1.6,1.5,1,2,-0.75
2,7,67.44,53.71,2,2,2,1.4,1.5,1,1,-0.22
2,0,56.07,61.59,NA,NA,NA,2.2,1,2,2,-1.08
2,5,106.69,54.11,2,1,1,1.6,1.5,1,1,0.31
2,7,69.76,64.96,2,2,2,1,1.5,2,1,-0.7
1,3,45.04,31.73,2,2,2.25,3.2,1.25,2,2,-1.18
2,3,71.35,57.76,2,2,1,1,1.25,2,2,0.13
2,5,66.14,55.28,2,2,1,2.2,1.5,1,1,-0.93
2,8,105.93,86.82,1,1,2.25,1.2,1.75,2,1,0.25
2,6,89.83,67.87,2,2,1.25,1,1,1,2,-0.53
2,6,68.06,36.18,2,2,1.5,2.8,1.25,2,1,-0.57
2,4,52.36,44.99,1,2,1.25,1.6,2,2,1,-1.07
2,4,71.74,50.05,2,2,2,1.2,1,2,1,-1.31
2,NA,92.52,75.28,2,1,2,NA,NA,2,1,-0.9
2,9,115.71,108.91,NA,NA,NA,1,1.25,1,2,-0.71
2,6,87.94,96.35,2,2,1.25,1.6,1.25,2,2,-0.27
2,8,69.4,64.51,NA,NA,NA,1.8,2,1,1,-0.56
NA,9,82.12,54.42,2,2,1.5,1.2,2,1,2,-0.34
2,8,58.3,57.18,2,2,1.5,1.2,2,2,2,-0.47
NA,3,67.1,52.11,NA,NA,NA,1.6,1,2,2,0.22
NA,4,NA,NA,NA,NA,NA,NA,NA,2,2,0.32
1,3,50.92,52.89,2,2,1.75,2.6,1.75,1,2,-0.7
NA,5,64.17,47.05,1,2,1.25,2.6,2,1,2,-1.35
NA,6,NA,NA,NA,NA,NA,NA,NA,2,2,-1.12
2,9,85.55,60.93,1,1,1.5,1.6,2,2,2,0.27
NA,7,89.4,60.14,2,1,1.25,1.6,2,2,1,-0.59
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,-1
NA,5,106.76,103.44,3,1,1.25,2,1.5,2,1,-0.66
NA,3,NA,NA,NA,NA,NA,NA,NA,1,2,-0.1
2,6,94.03,65.95,2,1,1,2.6,2,2,2,-0.62
2,3,66.03,63.73,2,2,1.75,1.6,1,1,2,-0.85
NA,7,NA,NA,NA,NA,NA,NA,NA,2,2,-0.69
NA,5,77.78,74.19,2,1,2,1.4,1,2,2,0.34
NA,1,49.39,41.35,2,2,1.25,1.6,1,2,2,-1.5
NA,5,NA,NA,NA,NA,NA,NA,NA,1,1,-0.02
2,8,72.75,53.58,2,2,1,3.4,1,1,2,-0.85
2,1,37.66,32.04,2,3,1.25,3.2,1.67,2,2,-1.17
-9,6,59.06,51.56,4,1,2,NA,NA,1,2,-0.15
2,3,56.15,43.53,2,2,2,1,1,2,2,0.2
2,5,66.33,61.5,2,2,1.25,2.8,1,1,2,-0.62
-9,8,48.68,68.36,2,2,1.5,NA,NA,1,2,-0.12
NA,4,40.58,57.14,1,2,1.75,NA,NA,1,2,-1.11
2,4,61.43,63.16,1,1,1,1,1,1,2,-0.21
2,7,59.82,55.01,2,2,1.25,1.2,1.25,1,2,-0.85
2,6,56.63,62.85,2,2,1.5,3,1,1,2,-1
NA,7,69.29,52.67,2,2,1.25,1,1,2,2,-1
2,3,73.76,61.94,2,2,1.5,1.4,1.5,2,2,-1.03
2,6,80.06,66.08,2,2,1.75,1.8,1.75,1,2,-0.69
2,3,59.1,47.38,2,2,1.5,2.4,1.5,1,2,-0.44
2,7,44.76,42.98,NA,NA,NA,3.4,2.67,1,2,-0.62
1,2,29.13,31.68,2,2,2,2,2,1,2,-0.95
2,2,55.25,26.26,2,2,1.75,NA,NA,1,2,-0.96
2,5,42.15,41.25,1,2,1.75,1,1.25,1,2,-0.54
1,3,34.34,25.37,2,3,1.75,2.2,3,1,2,0
2,2,77.9,42.68,2,2,2,NA,NA,1,2,-1.18
2,4,45.73,53.33,-9,-9,1.75,1.4,1,1,2,0.07
2,2,69.49,55.19,2,2,1.75,1.2,1.25,2,2,-0.76
2,2,57.18,32.24,3,3,2,3.2,1,1,2,-1.11
2,6,76.72,52.64,1,2,1.25,1,1,2,2,0.07
NA,5,NA,NA,NA,NA,NA,NA,NA,1,1,-0.3
NA,6,46.11,35.81,2,2,1.75,3,2,2,2,-0.56
2,6,75.56,57.42,2,2,1.25,2,1.25,2,2,-0.07
NA,6,54.4,42.3,2,2,2,2,2,1,2,-0.12
NA,8,NA,NA,NA,NA,NA,NA,NA,1,1,0.03
1,1,41.78,31.09,4,3,1.5,1.6,1.5,1,NA,NA
NA,6,47.85,30.33,2,2,1.5,1.2,2.25,1,2,-0.3
2,5,75.84,59.73,2,2,1.25,1.4,1.25,2,2,0.14
NA,3,45.25,36.96,2,2,1.75,1.8,1.5,1,2,-0.88
NA,7,77.36,58.76,1,2,1.75,1.4,1.5,2,2,-0.97
NA,7,NA,NA,NA,NA,NA,NA,NA,1,2,0.27
NA,8,57.32,47.23,2,2,1,2.2,1.25,1,2,0.53
2,8,65.97,57.38,2,2,1,2.2,1.75,1,1,-0.49
2,5,47.23,78.96,2,1,1.5,1.8,2.25,1,2,-0.28
NA,5,71.16,69.39,2,2,2,2.4,1.25,1,1,-0.3
NA,3,48.81,42.31,2,2,1.25,2.2,1,1,2,-0.13
2,7,57.29,43.25,1,2,1.5,1.6,2.25,2,2,-1.27
2,6,67.4,43.3,2,2,1.75,1.8,1.75,1,1,-0.53
NA,4,52.47,54.93,2,2,1.25,2.2,1.25,1,1,-0.63
NA,5,NA,NA,NA,NA,NA,NA,NA,2,2,0.06
2,7,75.27,44.74,2,2,2,3.2,1.5,2,2,0.54
2,5,72.47,49.16,1,2,1.75,1,1,2,2,-0.32
2,7,75.29,57.4,1,2,1.25,2,1.25,2,2,0.14
1,6,58.26,53.51,2,1,1.25,3.6,2.25,1,1,0.98
1,1,48.36,36.72,4,3,2.75,2.4,2,1,1,0.56
2,9,75.32,85.79,2,2,1.25,1.6,1.25,1,1,0.78
2,8,65.63,54.91,2,2,1.5,2,2.25,2,1,0.39
2,7,107.09,114.47,2,1,2,1.2,1.25,2,1,0.96
-9,7,53.49,36.01,4,3,2.5,1.2,2.75,2,2,1.12
2,6,52.49,47.74,2,2,1.25,1.4,1,1,1,0.84
NA,8,NA,NA,NA,NA,NA,NA,NA,1,1,-0.04
2,7,71.58,43.1,2,2,1.25,1.8,1.25,1,1,0.18
2,5,83.33,70.08,2,2,1,1.2,1,1,2,0.4
2,6,85.68,103.81,-8,1,1.75,3,2,2,1,0.89
2,7,65.84,61.84,2,2,1.5,1.4,1,1,1,1.55
2,5,75.98,56.24,3,2,1.25,1.6,1,2,1,0.48
2,8,75.42,55.8,2,2,1.5,2.6,2,1,1,1.04
2,NA,69.72,90,1,1,1.5,1.4,1,1,1,0.81
2,7,95.84,72.78,1,2,1.25,1,1,2,1,1.47
2,6,62.15,67.48,2,2,1.5,2.2,2,1,1,1.95
2,3,66.13,58.24,3,3,2.25,1.8,1.75,1,1,0.76
2,6,105.73,66.71,1,1,1.25,1,1.25,2,1,0.88
2,7,69.24,58.65,3,2,2,3,2,1,1,1.16
2,7,74.59,65.34,2,1,2,1.6,1.5,2,1,0.96
NA,-1,58.56,42.2,2,2,1.25,1.2,1.25,1,2,0.67
2,7,89.85,63.75,1,1,1,1.2,1.25,2,1,1.31
2,7,76,72.78,2,2,1.25,2,1.5,2,2,0.68
1,6,50.12,43.07,3,3,2.5,1,2,2,1,0.31
2,6,88.86,65.01,1,2,1,1.2,1.5,2,2,1.21
NA,5,58.81,56.62,1,1,1,1.2,1.25,2,1,0.56
2,4,63.34,48.36,NA,NA,NA,1.6,1.5,1,2,0.09
NA,8,105.47,83.83,1,2,1,1.2,1.25,1,-9,2.05
NA,4,66.17,69.14,NA,NA,NA,1,1.25,1,1,2.47
2,2,58.7,42.54,2,1,1.25,1.2,1.25,2,2,1.23
2,6,105.96,75.03,1,1,1.5,1.2,1.25,2,1,1.88
2,NA,53.96,56.1,2,2,1.25,2,1.75,1,1,-0.25
-9,7,102.65,106.18,2,2,1.25,1.2,1.25,1,1,-0.1
2,7,51.91,53.35,3,2,1.25,1,1.25,1,2,-0.12
2,7,107.88,55.84,2,1,1.5,1.2,1,1,1,1.73
2,4,90.98,55.99,3,2,1.75,1.2,1.75,1,1,-0.35
2,5,89.25,64.04,2,2,1,1.8,1.25,2,2,-0.2
2,6,112.56,56.63,1,1,1,1.2,1.25,2,1,0.1
