F5SPECS,C1FMOTOR,C4R4RSCL,C4R4MSCL,P4ATTENI,P4SOLVE,P4SADLON,T4EXTERN,T4INTERN,GENDER,WKWHITE,WKSESL
2,4,66.99,86.76,2,2,1.5,1.2,2.25,1,1,0.35
2,5,63.4,46.36,3,2,2,1.2,1.25,2,2,0.03
2,5,76.16,47.24,2,2,1.25,1.4,1.25,1,1,0.35
NA,6,61.96,57.49,2,2,1.25,1.2,1.75,1,1,-0.16
2,5,71.88,84.13,2,2,1.5,1.2,1.5,2,1,-0.13
2,5,90.14,92.33,3,2,1.5,2,1,1,1,0.01
NA,NA,56.25,37.7,2,2,2.25,1.4,1.5,2,1,-0.88
2,7,88.37,54.97,2,2,1.75,1,1.5,2,1,1.03
2,4,58.28,54.13,1,2,1.5,1.6,1.75,1,1,0.56
NA,4,NA,NA,NA,NA,NA,NA,NA,2,1,0.19
2,6,108.56,56.34,2,1,1,2,1,2,1,-0.04
2,8,92.62,82.91,1,2,1.25,1,1.5,2,1,1.21
2,7,65.38,66.31,2,1,1,2,1.5,1,1,0.63
2,4,62.7,65.3,NA,NA,NA,1.8,1.33,1,1,0.25
2,8,81.22,75.66,2,1,1.75,2.2,1.25,1,1,0.23
2,8,64.89,49.87,2,2,1.25,1.4,1.25,1,1,0.75
NA,6,92.22,59.25,2,2,1,1.8,1.25,2,1,0.72
2,6,103.17,66.26,2,2,1.25,1.8,1.5,1,1,-0.5
2,7,92.87,63.32,2,2,1.25,1,1,2,1,-0.56
2,6,57.65,45.47,NA,NA,NA,1.6,2,1,1,0.19
NA,6,NA,NA,NA,NA,NA,NA,NA,2,1,0.08
NA,7,67.64,74.68,3,2,1,3,1.25,1,1,0.17
1,5,52.44,63.74,3,3,1.75,3.2,1.25,1,1,0.48
NA,8,85.44,87.1,2,2,1.75,1,1.25,1,1,1.28
NA,8,NA,NA,NA,NA,NA,NA,NA,2,1,-0.11
2,1,52.54,39.02,2,1,1,1,1.75,2,2,0.21
2,5,79.05,51.71,2,2,1,2.6,1.75,1,2,0.03
2,3,53.14,49.11,2,2,2.5,3,2,1,2,-0.33
2,2,48.06,42.87,2,2,2.25,2.8,2,2,2,-0.24
-9,0,NA,NA,2,2,2,NA,NA,1,2,-0.64
2,4,83.12,81.73,2,2,1.5,1.6,1.5,1,2,0.28
2,6,43.75,47.51,2,2,1.25,2,2.25,1,2,0.9
2,9,65.01,51.03,3,2,1.5,2.5,2,1,2,0.29
2,5,79.36,47.58,2,2,2.5,2.6,2,1,2,-0.24
2,5,65.81,44.68,2,1,1.25,2.4,2.5,1,2,0.17
2,8,55.78,44.38,2,2,1.75,1.5,2,2,2,-0.87
2,7,98.15,76.43,2,2,1.5,1.2,1.75,2,2,-0.57
2,5,83.72,71.55,2,2,1.75,1.6,2,2,2,0.96
2,8,90.1,63.18,1,1,1.5,2,2,1,2,0.29
2,0,49.29,46.59,2,2,2,-9,3,2,2,-0.52
2,5,65.36,63.08,2,2,1.5,2.6,1.25,1,1,-0.6
2,3,89.41,56.36,3,3,1.25,2,2,2,1,-0.39
NA,3,51.37,35.25,2,2,1,3,2.75,2,1,-0.55
2,5,69.33,57.2,2,2,1.25,1,1.5,1,2,-0.65
2,2,56.15,56.31,NA,NA,NA,-9,4,1,1,-0.68
2,6,86.3,92.98,2,1,1.25,3,3,1,1,0.82
1,3,66.63,65.32,3,3,1.5,NA,NA,1,1,-0.74
2,5,76.22,71.76,NA,NA,NA,NA,NA,2,1,0.08
1,1,37.41,34.34,2,3,1.75,2.6,2.75,1,2,-0.85
2,NA,64.25,44.85,2,2,1.25,1.6,1.25,2,1,-0.29
2,3,88.14,115.29,2,1,1.25,2,1.25,1,1,0.62
2,4,58.26,49.7,2,3,1.75,1.6,2,2,1,-0.33
2,5,82.98,63.33,2,2,1.25,1,1.25,2,1,-0.49
1,7,46.22,59.69,3,2,2,NA,NA,2,2,-1
NA,3,38.1,40.72,2,3,2,1.4,1.5,2,1,-1.15
2,-9,66.32,59.32,2,2,1.25,1.6,1.25,1,2,-0.08
2,7,83.14,53.11,2,2,1.5,2,1.25,2,1,-0.87
2,6,54.47,47.69,3,2,1.25,3,-9,2,2,-0.2
-9,6,NA,NA,2,1,1.75,NA,NA,1,1,0.81
2,8,69.16,100.93,2,1,1.5,1.6,1.25,1,1,-0.11
2,6,47.89,34.8,NA,NA,NA,2.6,2,2,1,-0.66
2,7,50.72,42.19,2,3,1.5,2.5,-9,1,1,-0.64
2,2,46.59,58.96,2,2,2,NA,NA,2,1,-0.29
2,7,153.39,75.53,2,1,1,2.4,1.75,2,1,-0.24
2,8,108.21,72.24,2,2,2.5,1,1.75,2,1,-1.03
2,4,52.09,63.57,2,2,1,1.6,1.75,1,1,0.35
2,1,79.01,62.73,1,2,1.5,1.6,1.5,2,1,-0.63
1,3,57.36,86.75,NA,NA,NA,2.8,2,1,1,-1.04
1,4,59.71,44.08,3,2,1.75,1.6,1.5,1,1,-0.16
2,4,85.71,46.09,2,2,1.75,1.4,1.5,1,1,-0.34
2,5,63.51,62.91,3,2,2.25,2,2.75,1,1,0.25
2,9,96.67,77.3,4,2,1.75,2,1.75,1,1,0
2,7,79.74,70.54,2,2,1.5,1,1.5,1,1,-0.04
2,3,43.14,28.86,2,2,1,1.2,1.25,2,NA,NA
2,3,73.37,54.12,3,2,2.75,1.6,1,1,1,-0.75
2,6,57.23,54.43,3,3,2,2.6,1.5,1,1,-0.43
1,8,64.13,55.8,2,2,1.75,1.4,1.5,1,1,-0.96
NA,8,NA,NA,NA,NA,NA,NA,NA,1,1,-0.19
2,6,79.17,75.98,2,2,1,1.4,1,1,1,-0.29
2,8,65.39,48.11,3,3,1.5,2.2,2,1,1,-0.45
-9,6,68.59,60.74,2,2,1.75,2.8,1.75,2,1,-0.39
-9,3,77.2,79.53,2,2,2,2,1,1,1,0.36
2,8,85.71,52.27,2,2,1.5,2,1.25,1,1,0.02
2,4,51.75,51.08,NA,NA,NA,3.2,1.75,1,1,-0.49
2,3,49.62,41.93,4,3,2.5,1,2.25,2,1,-0.66
2,9,113.01,86.15,1,1,2,1.2,1.25,2,2,0.14
2,5,42.2,40.6,2,2,1.25,-9,-9,2,1,-0.74
NA,NA,45.14,34.98,2,2,2,1,1.5,1,2,-1.05
2,5,90.66,78.57,1,1,1.25,1,1.25,1,1,0.71
2,4,77.9,57.14,2,2,1.25,1,1.5,2,1,0.62
2,9,80.46,84.6,2,1,1.25,1,1,1,1,0.48
1,3,42.34,35.59,NA,NA,NA,NA,NA,2,1,-0.32
-9,NA,27.56,13.44,2,3,1.5,1.4,2.75,1,1,-1.11
2,6,84.59,60.56,3,2,1.75,3.6,2,1,1,-0.53
2,5,69.82,58.31,1,1,2.25,2.6,2,1,1,-0.72
2,0,73.39,62.72,4,3,1,1,2,1,1,-0.42
2,8,76.28,79.7,1,1,1.25,1.4,1.75,2,1,-0.1
2,7,65.98,49.38,1,1,2,1.4,1.67,2,1,-0.45
2,8,69.56,64.24,2,2,1.25,1,2,1,1,-0.13
2,9,76.22,59.07,2,2,1,1.6,2,2,2,-0.58
2,7,88.11,61.74,1,1,1,1.4,1.25,2,1,0.46
2,2,72.94,61.05,3,2,1,2,2,1,1,-0.41
2,4,42.04,31.64,2,2,2,NA,NA,1,1,-0.97
NA,7,68.14,75.94,3,3,3.25,2,2,1,2,0.71
2,7,75.93,57.5,2,2,1.25,2.2,1.75,2,1,-0.28
2,9,94.53,74.24,1,1,1.75,1,1.25,2,1,-0.52
2,2,70.48,48.74,2,2,1.75,1,1.5,1,1,-0.63
1,0,34.8,19.49,3,3,1.25,1,2.25,1,1,-0.36
2,4,84.32,76.67,2,2,1.25,2.4,1.25,1,1,-0.33
2,9,76.1,62.24,2,1,1.25,1.8,2,2,1,0.62
NA,NA,64.53,71.23,NA,NA,NA,2.6,1.5,1,NA,NA
2,NA,55.39,65.92,2,2,1.25,1.8,2,1,NA,NA
2,NA,58.2,47.07,2,2,1.75,1,3.25,2,NA,NA
2,NA,60.28,54.86,2,2,1.5,1.4,1.5,2,2,-0.99
NA,NA,34.54,21.86,3,2,1.25,1.6,2.25,2,1,-0.64
NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1.24
2,NA,64.79,54.92,2,2,1.5,1,1.25,2,NA,NA
2,NA,87.38,62.84,2,1,1,1,1.25,2,1,0.48
NA,NA,51.44,53.04,2,1,1.25,2.2,1.25,1,1,0.58
2,NA,51.26,46.99,2,2,1.25,-9,-9,1,1,0.74
NA,NA,94.02,50.74,2,1,1.5,2,1.5,1,1,-0.04
2,NA,100.73,71.29,2,2,1.25,1,1.75,2,1,0.66
2,NA,70.35,71.65,2,2,1.5,1,1.25,2,1,0.57
2,NA,87.08,64.02,2,2,2.25,1,1.5,2,1,0.01
NA,NA,89.16,97.8,2,2,1.75,1,1,2,1,0.22
NA,NA,53.3,46.3,3,3,1.25,1,2.25,2,1,-0.2
2,NA,122.87,97.08,2,2,1,1,1.25,2,1,0.56
NA,NA,94.99,67.13,2,2,1,1,2.5,1,1,2.12
2,NA,44.83,44.05,2,2,1.25,2.2,1.5,1,1,0.11
2,NA,59.57,37.2,2,2,1.75,1.8,1,1,1,-0.3
2,NA,56.13,56.86,2,2,1.5,1.8,1.25,1,1,-0.38
NA,NA,47,38.13,2,3,1.5,1.4,1.75,1,1,1.02
2,NA,65.83,65.26,2,2,1.5,1.6,1,1,1,0.86
2,NA,63.75,55.29,2,2,1.75,-9,-9,2,1,-0.29
NA,NA,105.03,70.87,1,2,1,1,1.25,2,1,-0.37
NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,-0.3
2,NA,66,68.07,2,1,2,1,1.25,2,1,0.56
NA,5,74.88,64.86,2,1,1.5,1,1.5,2,2,0.16
2,2,53.76,34.63,2,2,2,2.6,2,1,1,-0.86
1,9,124.92,96.18,1,1,1,-9,1,2,2,-0.65
NA,5,NA,NA,NA,NA,NA,NA,NA,1,2,-0.8
1,-1,74.41,60.59,2,2,1.75,-9,1.75,2,2,0
2,-1,68.41,60.43,NA,NA,NA,1,1.25,2,2,-0.48
NA,4,NA,NA,NA,NA,NA,NA,NA,1,2,1.64
2,6,88.18,63.69,2,1,1.75,1,3.25,2,2,-1.28
NA,2,NA,NA,NA,NA,NA,NA,NA,1,2,-1.24
2,6,65.69,47.16,1,2,1.25,1.6,1.25,1,2,-0.81
NA,NA,NA,NA,NA,NA,NA,NA,NA,2,-9,-0.07
NA,5,NA,NA,NA,NA,NA,NA,NA,2,2,-1.14
NA,7,73.55,62.31,2,2,1.25,1.6,1.5,2,2,0.1
2,4,75.26,54.55,1,1,1.25,2.4,1.75,2,2,0.03
NA,7,66.24,53.06,2,2,1,1.8,2,1,2,-0.59
NA,7,48.1,53.89,2,2,2.25,3.8,2.25,1,2,-0.22
NA,6,NA,NA,NA,NA,NA,NA,NA,2,2,-1.2
2,7,70.15,65.38,1,2,1.75,1,2.25,2,2,-1.91
2,6,56.79,56.73,1,3,1.5,1.6,2.75,1,1,-0.61
2,7,89.9,63.05,2,2,1.5,1,2.25,2,1,-0.11
2,6,67.1,63.71,1,1,1.25,2.8,2,2,2,-4.47
2,5,55.26,42.61,1,2,1,3.8,3.25,1,2,-0.02
2,4,84.7,43.46,2,2,1.25,1,2.25,2,2,-0.6
2,6,62.35,49.26,2,2,1.25,2,1.5,1,2,0.48
-9,8,NA,NA,NA,NA,NA,NA,NA,2,1,0.93
2,6,57.3,52.01,2,3,2,-9,-9,2,2,-1
2,6,80.81,64.72,3,3,1.25,2.4,1.25,2,2,-0.87
2,5,77,57.61,2,2,1.25,1,1.75,1,1,-0.48
2,6,63.99,55.08,2,2,1.25,1.2,1.5,2,2,-0.41
NA,4,46.87,40.69,NA,NA,NA,1.8,1.75,1,1,-0.65
2,4,64.26,64.85,2,1,1.25,2,2,1,2,-0.69
2,7,78.85,55.63,1,1,1.5,2,2,2,2,-0.68
2,2,65.57,43.92,3,2,2.25,3.4,2,1,2,-0.76
2,6,NA,NA,2,3,1.5,NA,NA,2,2,-0.51
2,4,69.29,42.92,NA,NA,NA,1,2,2,2,-0.71
NA,6,65.33,57.91,3,1,1.25,1.8,1.5,1,2,0.11
-9,5,NA,NA,2,1,1.25,NA,NA,2,1,-0.39
2,6,87.43,77.88,1,1,2.25,1,1.5,2,2,-0.54
2,6,88.22,74.95,2,1,2,1.8,1.75,2,2,-0.53
1,7,36.23,26.53,2,2,1.5,1.4,2,1,2,-0.88
2,6,48.98,47.58,NA,NA,NA,3.4,2,1,1,-0.31
1,NA,65.4,46.38,1,2,1.25,1,2,2,1,-0.73
NA,3,NA,NA,NA,NA,NA,NA,NA,1,1,-4.47
2,1,71.32,55.72,2,2,2,1.4,1.5,1,2,-0.48
2,3,58.79,50.59,2,2,1.5,1.6,1.75,1,2,-0.83
-9,3,NA,NA,2,1,2,NA,NA,1,1,-0.77
NA,6,NA,NA,NA,NA,NA,NA,NA,1,1,0.11
2,7,71.73,49.48,2,2,1,1.25,2,2,1,-0.48
2,4,64.86,54.63,3,3,1.5,2,2,2,2,-1.18
2,6,89.49,56.66,2,2,2,1,1.25,2,2,-0.24
2,8,89.47,64.92,2,2,1.75,1.4,1,2,2,-0.11
2,4,88.75,61.39,2,2,1.25,1,1.75,2,1,0.35
2,5,82.72,61.68,2,1,1.25,NA,NA,2,2,-0.27
2,3,45.38,46.2,2,2,1.5,1.2,1.25,1,1,-0.05
2,7,62.28,49.46,2,2,1,1.6,1,1,1,0.05
2,9,74.84,66.13,1,1,1.5,1,1.75,2,1,0.55
2,4,71.83,47.07,3,2,1.25,3.4,2.75,1,1,-0.53
-9,6,NA,NA,NA,NA,NA,NA,NA,1,1,1.24
NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,-0.66
2,8,65.11,56.4,2,2,1.75,1.6,1.5,1,1,-0.41
-9,6,NA,NA,3,4,2,NA,NA,1,2,-1.15
2,7,40,34.14,2,2,1,1.6,1.5,1,1,0.14
2,8,78.16,66.53,2,2,1.5,1,1.25,1,1,-0.08
2,8,75.55,63.88,2,2,1.25,1.8,2,2,2,-0.44
1,8,92.62,81.86,2,1,1,1.4,1.75,1,1,0.14
2,8,66.37,46.93,2,2,2,2.2,2,2,1,0.14
2,5,110.54,98.13,2,1,1.5,1,2.25,2,1,0.36
2,7,103.61,97.38,2,1,1.75,1.2,1.25,2,1,1.39
NA,7,64.58,73.32,NA,NA,NA,1.8,1.25,1,1,-0.08
2,5,45.83,37.88,2,2,1.75,1.6,1.5,1,1,0.78
2,4,75.35,44.36,2,2,1.5,1.4,1.25,2,2,-0.1
2,4,84.84,53.76,2,2,1.25,1.8,2.5,2,2,-0.1
2,-1,76.72,42.4,1,1,1.5,1.4,1.5,2,2,0.22
1,8,89.05,102.09,2,2,1.5,1,1.25,1,2,1.07
NA,8,NA,NA,NA,NA,NA,NA,NA,2,2,-0.14
2,5,119.15,62.92,1,1,2,1,1.25,2,2,0.53
2,-1,73.92,50.43,2,2,1.5,1,2.5,2,2,1.03
NA,7,NA,NA,NA,NA,NA,NA,NA,2,2,0.22
NA,7,NA,NA,NA,NA,NA,NA,NA,1,2,1.28
NA,3,NA,NA,NA,NA,NA,NA,NA,2,2,-1.4
2,2,70.55,52.74,1,1,3.25,2,2.25,2,2,-1.66
2,8,122.24,83.04,1,1,1.5,1.4,1.5,1,1,0.85
NA,6,57.79,46.3,2,2,3,2,1.5,1,2,-1.2
2,5,65,41.25,3,2,1.25,2,1,1,1,0.36
1,6,37.72,27.46,2,2,2.25,1.8,2,1,2,-1.5
1,7,65.94,56.99,3,2,1,1.6,1.75,1,1,0.01
2,9,79.06,76.52,2,2,1.25,1,1.25,2,1,-0.04
1,8,138.66,96.19,2,1,1.25,1.4,2,2,1,0.41
1,4,119.18,83.76,2,1,2,1,1.25,1,1,1.32
2,5,90.42,68.37,2,2,1.75,1,1,2,1,0.06
2,5,NA,NA,NA,NA,NA,NA,NA,1,1,-0.55
NA,7,NA,NA,NA,NA,NA,NA,NA,2,1,-0.54
2,6,88.64,64.53,2,1,1.25,1.8,1,2,2,-0.31
NA,8,66.2,53.04,2,2,1.25,2,2.25,2,1,-0.62
NA,6,67.13,52.63,2,2,2,1.4,2.25,1,2,0.28
1,5,64.26,61.18,NA,NA,NA,1.75,1,1,2,-0.09
NA,7,108.94,73.82,1,1,1.25,1,1.25,2,1,1.64
2,7,97.65,84.62,1,2,1.5,1.2,1.25,1,1,2.04
NA,6,NA,NA,NA,NA,NA,NA,NA,1,1,0.8
2,6,121.47,83.92,2,2,1.25,2,1.75,1,1,1.08
2,7,55.62,55.33,2,1,1.5,2,1.75,1,1,-0.13
2,8,121.2,73.27,3,1,1.75,2,1.5,1,1,1.26
2,7,74.74,64,2,2,1.75,2,1.5,1,1,-0.04
2,7,121.52,89.22,2,1,2,1.8,1,1,1,1.21
NA,9,NA,NA,NA,NA,NA,NA,NA,1,1,0.32
2,8,65.84,61.72,3,2,1.75,2.4,2.25,1,1,0.57
2,5,73.38,83.57,2,1,1,1.4,1,1,1,1.27
NA,6,53.23,57.24,1,2,1.25,1.4,2,1,1,1.79
2,6,75.46,77.67,2,2,1.25,1,1,1,1,1.4
2,8,139.47,93.97,1,1,1.75,1,1.5,2,1,2.28
NA,8,NA,NA,NA,NA,NA,NA,NA,2,1,1.02
NA,5,NA,NA,NA,NA,NA,NA,NA,2,1,2.58
2,8,104.82,81.86,1,1,2,1.2,1,2,1,2.41
2,6,58.49,61.43,2,1,1.5,2.8,2.75,1,1,0.91
2,7,87.99,73.17,3,1,1,3,1.25,1,1,1.3
2,9,86.39,93.34,1,2,2,1.4,1,1,1,1.72
2,7,80.91,57.34,2,1,1.75,2.2,1.75,1,1,1.37
2,7,164.24,82.61,1,1,2.25,2.8,2,1,1,1.87
2,8,72.06,78.68,3,2,2,3.5,2.25,1,1,1.72
2,-1,48,38.34,NA,NA,NA,1,1.25,1,2,-1.09
2,7,69.3,61.26,1,1,1.5,1.2,1.25,2,2,-0.06
2,5,89.43,53.99,2,2,1,1.6,1,2,2,-1.01
2,6,48.67,48.87,2,1,2,1.4,1.25,1,2,-0.36
2,8,71.84,53.99,3,3,1.75,1,1.25,2,2,-1.29
NA,1,NA,NA,NA,NA,NA,NA,NA,1,2,-0.03
2,0,45.7,27.33,2,2,1.75,2.4,1.75,2,2,-0.63
2,8,62.86,55.26,2,2,2,1.2,1,2,2,0.44
NA,7,76.27,70.17,2,2,1,1.6,1.5,1,2,-0.26
NA,3,43.44,26.83,2,2,1.5,4,2.5,1,2,-0.86
2,6,106.12,56.05,2,2,2.25,1.2,1.25,2,2,-0.64
2,6,54.44,51.89,2,2,1,1,1.5,2,2,-0.06
2,7,57.48,36.41,3,3,2,2.2,1.5,2,2,0.04
NA,2,NA,NA,NA,NA,NA,NA,NA,1,2,0.17
-9,3,55.88,51.28,1,1,2.5,1,1,1,2,0.6
2,3,65.82,44.44,3,3,3,1.4,2,2,2,-0.93
2,0,31.35,17.46,2,2,2.75,1.8,2.5,2,2,-0.9
NA,5,50.56,36.12,2,2,1,1.4,1,2,1,-0.2
NA,8,NA,NA,NA,NA,NA,NA,NA,2,2,-0.7
2,8,75.18,60.36,2,1,2.25,1.8,1.25,2,2,0
2,9,61.65,60.81,2,1,1.5,2.2,2,1,2,-0.75
1,2,35.02,19.03,3,3,2.25,3,2.25,1,2,-0.52
NA,6,NA,NA,NA,NA,NA,NA,NA,1,2,-0.99
NA,1,27.05,15.75,NA,NA,NA,1.6,1.25,2,2,-1
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,-0.29
NA,8,NA,NA,NA,NA,NA,NA,NA,1,2,-0.27
NA,1,27.15,15.21,3,3,2.25,4,1.5,1,2,-0.9
2,2,49.63,39.93,2,2,1.5,1.8,1.25,1,2,-0.69
2,6,46.47,40.02,2,2,1.75,1.6,1,2,2,-3.27
NA,6,NA,NA,NA,NA,NA,NA,NA,2,2,-0.61
2,5,42.55,35.36,2,2,1.5,2.4,2,2,2,-1.29
NA,6,NA,NA,NA,NA,NA,NA,NA,2,2,-0.96
NA,7,47.9,45.14,2,2,2.75,1,1.75,2,2,-1.32
NA,5,NA,NA,NA,NA,NA,NA,NA,2,2,-0.33
2,5,35.17,42.99,2,2,1,3.2,3.25,1,2,-0.96
NA,2,NA,NA,NA,NA,NA,NA,NA,2,2,-0.49
NA,3,NA,NA,NA,NA,NA,NA,NA,1,2,-1.3
2,6,88.66,45.01,1,1,1.25,2,1.25,1,2,-0.69
2,6,98.2,73.01,1,1,1,1.2,1.25,2,2,-0.31
NA,4,NA,NA,NA,NA,NA,NA,NA,1,2,1.05
NA,4,65.12,41.88,1,1,1.75,2.25,2.75,2,2,-1.03
2,6,66.52,53.96,2,2,1.5,1.6,1,1,2,-2.65
NA,6,74.2,30.79,1,1,1.5,1.2,1.5,2,2,1.27
2,5,65.09,48.43,2,2,2.25,1.6,1.75,1,2,0.11
2,NA,105.15,61.32,1,1,1.5,2,1.25,1,2,-0.34
2,NA,137.54,67.24,2,2,1.75,1,1,2,2,0.58
2,NA,78.57,76.96,2,1,1.25,1,1.25,1,2,0.16
2,NA,75.85,59.72,2,2,1.75,1.4,1.5,2,1,1.46
2,NA,100.17,68.99,1,2,1.5,1,1.25,2,1,0.41
2,NA,92.79,73.44,2,2,1,1,1.25,1,1,0.55
2,NA,90.9,75.53,1,2,1.75,1,1.25,1,1,0.93
2,NA,75.27,68.87,2,2,1,1.8,1.75,1,1,0.92
2,NA,125.91,68.8,1,1,1,1.6,1,1,1,0.33
2,NA,105.17,63.02,2,1,1.75,2.4,2,1,1,-0.36
2,NA,115.27,74.39,2,1,1.5,1.8,2,2,1,2.64
NA,NA,84.05,59.25,NA,NA,NA,3.25,2.5,1,1,-0.6
2,NA,79.75,74.96,3,2,1.25,2.2,1,1,1,-0.37
2,NA,118.28,117.16,2,2,1,1.2,1.67,1,1,0.13
2,NA,102.27,63.53,1,1,2,1,1.25,2,2,1.55
2,NA,72.98,56.73,2,2,2,1.4,1.25,1,1,1.13
2,NA,75.51,54.08,4,3,2.25,2,1.75,1,1,0.94
-9,NA,NA,NA,1,2,3,NA,NA,2,1,1.16
2,NA,135.68,87.53,2,1,1.75,1,1.75,1,1,0.95
2,NA,104.48,88.37,1,2,2,1.2,1.25,1,1,0.76
2,NA,108.04,70.67,1,1,1.25,1,1.5,2,1,1.51
2,NA,70.51,72.9,2,2,2,1.8,2,1,1,0.14
2,NA,145.7,115.43,2,2,1.75,1,1,2,1,1.28
2,NA,52.28,34.68,2,2,1.75,2,2,1,2,-0.47
2,NA,42.91,39.65,2,2,2,1.8,1.75,1,2,-0.22
2,NA,39.59,25.35,2,3,2,2.4,1.5,1,2,1.25
2,NA,80.63,64.51,2,2,1.5,1.6,1.25,2,2,-0.17
2,NA,78.89,55.36,1,1,1.25,1.8,1.75,2,2,-0.26
2,NA,68.71,58.18,2,1,1.25,1.2,2,1,2,-0.06
2,NA,97.56,100.83,1,1,1.5,2,1.5,1,2,0.39
1,NA,41.79,29.84,3,3,2.25,3.2,2,1,2,-0.18
2,NA,NA,NA,2,2,1.5,NA,NA,1,2,-0.74
2,NA,95.11,88.51,1,1,1.25,-9,-9,1,2,0.6
2,NA,47.46,51.3,2,2,1,1.8,2,1,2,-0.4
2,NA,50.51,56.71,3,2,1.5,2,2,1,2,0.18
2,8,80.55,71.52,1,2,1.75,1.2,1.25,2,2,0.75
2,9,46.68,37.48,2,1,1.5,1.8,2,2,2,-0.07
2,3,62.91,42.93,2,2,1.75,1.8,1.75,1,2,-0.03
NA,8,NA,NA,1,2,1.5,NA,NA,1,2,0.24
2,6,49.03,47.52,3,2,1.5,1.6,1.5,1,2,-0.59
2,5,41.06,38.89,2,3,1.5,NA,NA,1,2,-0.96
1,5,41.79,45.67,3,2,1.75,1.4,2,2,2,-0.68
2,3,43.57,29.16,2,2,1.5,1.4,1.5,1,2,-0.93
2,4,67.47,40.36,2,2,1.25,1.2,2,2,1,-0.83
2,9,96.87,67.13,2,1,1,3,2.25,1,2,-0.38
1,4,28.18,15.89,3,4,2,1.6,1,2,1,-1.26
1,1,43.76,33.09,2,3,1.25,1.2,1.75,2,2,-0.82
2,8,64.63,53.17,2,1,1,NA,NA,1,2,-1.22
NA,5,NA,NA,NA,NA,NA,NA,NA,1,1,-0.52
1,5,38.34,33.26,3,3,2,3.2,1.75,1,2,-0.81
1,7,49.67,46.08,2,2,1.5,NA,NA,1,2,-0.93
2,4,72.14,64.37,2,2,1.5,3,1.75,2,2,-0.56
2,8,76.76,45.29,1,2,1.25,1,2,1,2,0.19
2,5,55.08,60.56,2,2,1,2.4,2,2,2,-1.16
2,1,40.65,29.84,NA,NA,NA,1.8,1,1,2,-2.17
2,1,39.89,26.5,3,3,2.75,1.2,1.25,2,2,-1.01
2,8,105.03,55.35,2,1,1.25,3.2,1.75,1,2,-0.54
NA,3,65.56,54.7,NA,NA,NA,NA,NA,1,2,-4.47
2,5,75.8,57.14,1,2,1.75,1.8,1.25,2,2,-0.74
2,2,43.86,34.98,3,2,1.25,2,2.5,1,2,-0.03
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1.57
-9,NA,NA,NA,2,1,1.25,NA,NA,1,1,1.19
-9,NA,71,60.2,4,1,3,1.8,2,2,1,-0.37
2,NA,87.09,68.01,3,2,1.5,1.2,2,2,1,0.21
2,NA,92.21,74.14,2,2,1.5,2,1.5,1,1,0.2
2,NA,112.94,70.42,2,1,1.75,1,1.25,2,1,0.55
2,NA,109.13,96.69,1,1,1,1,1.25,1,1,0.57
2,NA,76.16,76.29,2,2,1.75,1.2,1.75,2,1,0.5
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.65
2,NA,88.66,88.77,2,2,1,1.4,1.5,2,1,1.09
1,NA,73.66,54.75,3,3,2.25,2,2,1,1,0.53
2,NA,69.18,85.43,2,2,1.5,1.6,1.75,1,1,-0.24
2,NA,88.46,78.74,1,2,1.25,1.2,1.25,1,1,0.86
2,NA,107.17,84.83,3,2,1.75,2,1,1,1,0.07
2,NA,93.49,87.27,2,2,1,2,1.25,2,1,0.3
2,NA,70.12,69.84,4,2,1,2.4,1.5,1,1,0.89
2,NA,78.42,67.76,2,2,2,2.2,1,1,1,0.17
2,NA,125.33,76.77,1,1,2.25,1.8,1.25,2,1,0.16
2,NA,86.29,56.34,3,2,1.5,1.8,1.5,1,1,0.61
2,NA,82.53,63.28,2,2,1.5,1,1.5,2,1,0.08
2,NA,72.68,62.53,2,2,1.5,1,1.25,1,1,0.19
2,NA,136.3,104.32,2,1,1.75,1,1.25,1,1,1.1
2,NA,75.34,68.46,2,2,1.25,1,1,1,1,0.73
2,NA,77.33,101.36,2,1,1.5,1,1,1,1,0.5
-9,5,NA,NA,NA,NA,NA,NA,NA,1,2,-0.64
1,5,NA,NA,NA,NA,NA,NA,NA,1,2,-1.2
2,7,132.07,85.62,2,2,1.75,1.2,1.25,2,2,0.7
2,8,75.5,78.28,2,1,1,NA,NA,1,1,0.14
2,3,121.06,64.16,2,1,1.5,2.2,1,1,1,0.08
1,5,NA,NA,4,3,3,NA,NA,1,1,-0.48
-9,6,NA,NA,1,1,1.25,NA,NA,1,2,1.01
NA,2,34.57,28.48,NA,NA,NA,NA,NA,2,2,-1.09
NA,5,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
2,6,94.93,64.98,NA,NA,NA,2.4,2.25,1,2,-0.67
2,9,106.03,79.74,1,1,2,1.4,1,1,1,0.9
2,1,68.3,42.6,2,2,1.75,NA,NA,2,1,-0.48
2,NA,40.13,28.36,NA,NA,NA,NA,NA,1,2,-1.18
2,4,88.08,65.35,2,2,2.5,1,1.75,2,2,-0.62
NA,0,NA,NA,NA,NA,NA,NA,NA,2,2,-0.67
